sentence,label
"Electric, I feel you
I feel you, oh
Start line, fall down
For you, oh
And I never wanted to let you go
To hold someone
Somebody else, no
Breaking hearts everywhere you go
Tell me where you go
Cause paper hearts were meant to unfold
I keep giving it all, just to love someone
I keep giving it all, just to love someone
I keep giving it all, just to love someone
I keep giving it all, just to love
Star sign, I think I love you
Giving my heart to you
Ill be giving it all
Stop sign, I think I love you
Giving my heart to you
Cause paper hearts were meant to unfold
No one, before you
No one, no
Sky falls, around you
Before I, let go
And I never wanted to let you go
To hold someone
Somebody else, no
Breaking hearts everywhere you go
Tell me where you go
Cause paper hearts were meant to unfold
I keep giving it all, just to love someone
I keep giving it all, just to love someone
I keep giving it all, just to love someone
I keep giving it all, just to love
Star sign, I think I love you
Giving my heart to you
Ill be giving it all
Stop sign, I think I love you
Giving my heart to you
Cause paper hearts were meant to unfold
Star sign, I think I love you
Giving my heart to you
Ill be giving it all
Stop sign, I think I love you
Giving my heart to you
Cause paper hearts were meant to unfold",Yes
"Tonight could be just the beginning
I should be smiling inside
So I'll write a song that brings out the southern summers
Just to share in a saving grace
If I could find the words to say
This won't hurt, I promise you that
If you feel me leave, I'm still here
I see things all too clear
When I'm with you
Picking up where we left off
The last time we sailed across
The sea was calm
Setting sail and holding on
To the best we can carry
I count this one as a victory",Yes
Father Accused Of Taking 2-Year-Old Into Elephant Habitat At San Diego Zoo,No
"Cold is the night
Lonely till dawn
Cry for the light
For the love that won't come
You said that you'd never
Leave me alone
I gave you my heart
You cried for my soul
An angel won't come
This devil won't go
Something is wrong
I just can't get away
Living on the street, I'm no stranger to love
Why can't you see I'm no stranger to love
Living on the street, I'm no stranger to love
But I'm a stranger in your arms
Yes, I'm a stranger in your arms
Maybe it's right
But I just can't understand
The hurt that I feel
For my love second hand
I know I should leave
But I just can't walk away",Yes
"Every time our worlds meet I start crying
All my heart strings grow tied than common wound
Cause I know you'll go back to the dark side will my love ever turn you world around
When they'd lock all the doors to the taverns
And the law runs your old friends out of town
You can cry your regrets on my shoulder maybe then I can turn your world around
If my love could be turned into silver I'd just buy out your world and give you mine
Then return your poor heart through the good things
Well to you love's not just a frame of mind
When they'd lock all the doors
I pray that then I can turn your world around",Yes
"It's only me my friend
Your private lucifer
An angel heaven sent down to your deepest fears
Walk with me
Talk to me again
In your sleep
When you're weak astray
I feel you right inside me
(Nothing can be right if there is no wrong)
All around me
(Innocent replies from a twisted tongue)
I am the golden calf
Providing hate and greed
I am the other half
Maintaining harmony
Silently violently
But pure in your sleep
When you're insecure
I feel you right inside me
(Love cannot be real if you cannot hate)
All around me
(Pain is only pleasure in a different shape)
I feel you right inside me
(How can there be heaven if there is no hell)
All around me
(Nothing can remain if it's all too well)
I feel you right inside me
(Beauty has no meaning if without the beast)
All around me
(There's no way to freedom till your mind's released)",Yes
Trevor Noah Loses It After Trump Messes Up The Name Of His Own Platform,No
"One day you just get tired of crying
Runnin' can't escape the beating heart
One day you just get tired of dying
Living can't escape the beating march
But a higher bloom unveils
In a low down dirty day
And all that dreams entail
Come and take your suffering away
This eye looks with love
This eye looks with judgment
Free me take the sight out of this eye
One night the howlin' dog sings a lullaby
Drift you onto peaceful memories
One night the howlin' dog cries out lonely life
Break you like the light between the trees
And they say sacrifice
Is letting sweet love go
Never build a dam(n)
Wall to stop the flow
This eye looks with love
This eye looks with judgment
Free me take the sight out of this eye
All I can hope for is a light to see
When I search in the dark for my soul
And when my soul comes to rescue me
I rest my resistance fall piece by piece into peace
And slip like the water back into the sea
This eye looks with love
This eye looks with judgment
Free me take the sight out of this eye
Free me take the sight out of this eye",Yes
"Hey baby won't you take my hand
And make me a happy man
I ain't rich but I found my fortune in you
Two jobs on the nighttime shift
I'm still left with an empty fist
But my heart is full and my love is true
We can still get married in the style of our friends and family
Gather all of them to celebrate while we slip out quietly
And have a hometown honeymoon
Wildflowers and love is in bloom
We'll have a hometown honeymoon just me and you
Hometown honeymoon
Get out of church and up to your room
We'll have a hoe-down afternoon
Dancing to the rhythm of love
We can sing and laugh out loud
Lifestyles of the poor but proud
Cuddle up on the porch and enjoy the view
We can't afford Niagara Falls
But there's a fountain by the old town hall
We'll make a wish by the light of a lover's moon
I'll get my Grandma's wedding ring and my brother's Chevrolet
We can stay at your mama's house; we don't have to go away
To have a hometown honeymoon
Wildflowers and love is in bloom
We'll have a hometown honeymoon
Dancing to the rhythm of love
Your daddy's prize possession
I'll make a good impression
I'm gonna get his blessing that's all we need
Hometown honeymoon
Wildflowers and love is in bloom
We'll have a hometown honeymoon just me and you
Hometown honeymoon
Get out of church and up to your room
We'll have a hoe-down afternoon
Dancing to the rhythm of love
Hometown honeymoon
Hometown honeymoon",Yes
A Guide To Dealing With Uncertainty During The Coronavirus Pandemic,No
"[Intro]
Yeah you got the Philospher's Stone
Haha, it's getting crazy
Black is still, black is still rolling up in here
Emma are you really [?]
[Hook]
YMF
Kitty flip!
Kitty flip!
YMF
Top Dawg nigga!
YMF
Kitty flip!
Top Dawg nigga, what?
YMF
Top Dawg nigga
Kitty flip!
[Verse 1]
This is that dope a mean, I mean dope
Do the drugs, don't let the drugs do you
I'm morpheous so I'm morphine in the Matrix - to be continued
Bounce on only one nigga
You don't see any 0's
I don't have any foes
I go over so many fore heads
Head before sex, yes
Pull my card and you'll find I was a warrior this whole time like American Express
Might roam the wrong necks
This roaming fee is more than your rent
You know how many times I've blew checks?
You think you're really verified by a blue check?
Awe, nah
Middle fingers to all y'all
Dry snitching
I got cotton mouth
That's like chocolate for water
Common ground? My nigga calm it down
I leave calm storms on [?] fouls
I mean those days I had a common sound
Then they wrote me off like I wrote it down
[Hook]
Right (solo)
Kitty Flip!
Top Dawg nigga
Kitty Flip!
Don't talk nigga, what?
Top Dawg nigga
Kitty flip!
What's that?
Kitty Flip!",Yes
Jan. 6 Rioter Wanted By The FBI Flees To Belarus,No
A Tennessee Teen Was Killed By Police Inside His School. Here's What We Know.,No
Florida Gov. Ron DeSantis Signs Controversial 'Public Disorder' Bill Into Law,No
"Alan Turing, LGBTQ WWII Code Breaker, Honored On Britain's 50-Pound Note",No
"We saw the fire, we saw the smoke
So many questions but nobody spoke
Watching the world fall apart
From a hotel tv
Sorting through thoughts without words to convey
Feeling so helpless from so far away
Watching the world setting free
So many angels, all in one day
We will remember, theres no other way
How in the world do we ever repay
So many angels
Such a long road but weve made it to here
A step at a time in an ocean of tears
Hoping there wont be a day thats so hard to get through
Some need to fight to believe theres an end
Others in silence live a requiem
Living in honour of you
So many angels, all in one day
We will remember theres no other way
How in the world do we ever repay
So many angels
So many angels, all in one day
We will remember theres no other way
How in the world do we ever repay
So many angels
So many angels
So many angels
So many angels",Yes
Amy Klobuchar Reveals She Once Killed A Duck While Playing Golf,No
Senate Intelligence Committee Member Says Trump Should Be Cut Off From Briefings,No
"you showed me a blackness
held me in the vastness
of everything underneath the surface of a
clean white existence lost in your resistance
and I changed a mutation rearranged inside
you know i don't need this
buried all your secrets
we were lost now we're something to hide away
this doom is upon us
fickle in my fondness since i've changed
and the one has come to take what's yours away
i cast the hoodoo
i only want to hurt you can you feel everything
did I get under your skin or should I dig even deeper
this path's a little steeper will this matter in the way you die
flesh wounded gateway
a place where we can both prey and you go to the cellar
you should just leave it alone you know
the spiders surround this crawling through our vortex
and you stay cause you know we have found a secret home
you don't know where you come from
momentum just let go
rubber band into existence your soul
just like me petty prizes for a price
to swallow all the conflict
since it' s all in your mind",Yes
